,年化收益率,季度胜率,夏普比率,卡玛比率,timeperiod,std
绩效数据,-0.007259056582021639,0.47619047619047616,-0.33637501470303804,-0.01832884820721215,5,0.5
绩效数据,-0.054693476779760775,0.40476190476190477,-0.7950077918394143,-0.11245286000456138,5,1.0
绩效数据,0.008300575726996051,0.4523809523809524,-0.39845030251403213,0.034120214918477165,5,1.5
绩效数据,0.0,0.0,-inf,,5,2.0
绩效数据,0.0,0.0,-inf,,5,2.5
绩效数据,0.0,0.0,-inf,,5,3.0
绩效数据,0.0077512399033534685,0.47619047619047616,-0.23018629387111592,0.020958765453673433,10,0.5
绩效数据,-0.03909965523949599,0.38095238095238093,-0.6645480779626916,-0.07897333095768205,10,1.0
绩效数据,-0.05015511521362925,0.40476190476190477,-0.9713456083572916,-0.10782317512365197,10,1.5
绩效数据,0.0023355849138118057,0.47619047619047616,-0.7573204407657929,0.014347840632727843,10,2.0
绩效数据,-0.007658360916897422,0.40476190476190477,-2.755764798228344,-0.08397107345586322,10,2.5
绩效数据,0.0,0.0,-inf,,10,3.0
绩效数据,0.01746272774547264,0.47619047619047616,-0.16118092680157195,0.05980693646740828,15,0.5
绩效数据,-0.01658060817387441,0.38095238095238093,-0.47615121881580513,-0.03883189714348304,15,1.0
绩效数据,-0.044896678619326225,0.35714285714285715,-0.9587331152831406,-0.10361724140915234,15,1.5
绩效数据,-0.01898241719379068,0.4523809523809524,-1.0445037887285227,-0.08899325973812237,15,2.0
绩效数据,0.0026658357334172766,0.5476190476190477,-1.2083350022900508,0.030209395998937006,15,2.5
绩效数据,0.003385825617711946,0.09523809523809523,-4.190042762359876,0.610380511700833,15,3.0
绩效数据,0.0020148234377164176,0.4523809523809524,-0.2743261067727322,0.005568140145521796,20,0.5
绩效数据,-0.009906402200866693,0.40476190476190477,-0.4199420072866223,-0.02516868465787307,20,1.0
绩效数据,-0.032317229547694004,0.5476190476190477,-0.7952370509121957,-0.07996232790278786,20,1.5
绩效数据,-0.017685931423220502,0.47619047619047616,-1.0447860226482355,-0.08537401172922153,20,2.0
绩效数据,-0.0018034424547859196,0.4523809523809524,-1.2500196051889911,-0.013524444750480409,20,2.5
绩效数据,0.0024977329241575585,0.16666666666666666,-1.8927804925220302,0.038463795965935875,20,3.0
绩效数据,0.004591570344747664,0.47619047619047616,-0.2574295028206741,0.013015363075292285,25,0.5
绩效数据,-0.01558753014506098,0.38095238095238093,-0.47869892790219815,-0.03501072393494051,25,1.0
绩效数据,-0.014376333624683157,0.5238095238095238,-0.6579316963599183,-0.04017864148453578,25,1.5
绩效数据,-0.019952973965797982,0.42857142857142855,-1.0474358822316168,-0.07224931342392657,25,2.0
绩效数据,-0.002630649688809217,0.38095238095238093,-1.2782411529207833,-0.01663425210518726,25,2.5
绩效数据,-1.3489091120200136e-05,0.16666666666666666,-1.836231620403388,-0.0002740438866263017,25,3.0
绩效数据,0.028563707148353767,0.5,-0.08465145234816324,0.08453868048998285,30,0.5
绩效数据,-0.00973872782421814,0.4523809523809524,-0.43071277944281305,-0.025063387551044564,30,1.0
绩效数据,-0.01929373842062798,0.47619047619047616,-0.6720313358572999,-0.04563378379330095,30,1.5
绩效数据,-0.028559631585213352,0.38095238095238093,-1.181619774897554,-0.0778444555540006,30,2.0
绩效数据,-0.018208198008744847,0.23809523809523808,-1.599678114599665,-0.0901595887112092,30,2.5
绩效数据,-0.005014618705459717,0.16666666666666666,-2.191972018815663,-0.06747207371236069,30,3.0
绩效数据,0.00964340305236977,0.5,-0.22432769099945363,0.023510322165387294,35,0.5
绩效数据,-0.00873876147265551,0.42857142857142855,-0.4172309224743724,-0.020536938186978056,35,1.0
绩效数据,-0.01584116163860061,0.47619047619047616,-0.6322836078586599,-0.036064573266205394,35,1.5
绩效数据,-0.01827706701606957,0.47619047619047616,-1.0050576857292302,-0.05369311260280584,35,2.0
绩效数据,-0.02049360558532798,0.23809523809523808,-1.4995211127565125,-0.09723586118979463,35,2.5
绩效数据,-0.008485628466160411,0.09523809523809523,-2.8986504755655442,-0.08858400052603163,35,3.0
绩效数据,0.013925603374748352,0.5238095238095238,-0.19137905486350615,0.036592115199919985,40,0.5
绩效数据,-0.015979304539917694,0.47619047619047616,-0.4735718672908819,-0.03551517147151755,40,1.0
绩效数据,-0.02155970458331724,0.47619047619047616,-0.6960175795055877,-0.04354993609028829,40,1.5
绩效数据,-0.013457617359969642,0.5714285714285714,-0.9448215196314506,-0.050800707057038354,40,2.0
绩效数据,-0.014898376856560591,0.2619047619047619,-1.4753774684565832,-0.08846589420472248,40,2.5
绩效数据,-0.010917638237217586,0.07142857142857142,-2.8535525882240718,-0.0921185402684797,40,3.0
绩效数据,0.016015742011072476,0.4523809523809524,-0.17285346399617613,0.04918882394798423,45,0.5
绩效数据,-0.004488766678268363,0.47619047619047616,-0.38112874221128745,-0.010063876140883018,45,1.0
绩效数据,-0.02112312359709656,0.42857142857142855,-0.7005238433299729,-0.04879480473258218,45,1.5
绩效数据,-0.02805767144827198,0.5,-1.2125312902087595,-0.07846737446549745,45,2.0
绩效数据,-0.021711006052238746,0.2619047619047619,-1.830578060858027,-0.09618018121517356,45,2.5
绩效数据,-0.009096108037233153,0.07142857142857142,-4.1124889466924195,-0.10066118876385458,45,3.0
绩效数据,0.030963380543229446,0.5238095238095238,-0.0655294380082858,0.09699312855116096,50,0.5
绩效数据,0.008537330076477057,0.5238095238095238,-0.2718555763868801,0.022796435481486545,50,1.0
绩效数据,-0.020760829909123868,0.40476190476190477,-0.6857119901309545,-0.044433537920820255,50,1.5
绩效数据,-0.02536133851898159,0.4523809523809524,-1.1476905780020954,-0.07360740799432643,50,2.0
绩效数据,-0.015854611589262047,0.23809523809523808,-1.6405527354388274,-0.08671664400747106,50,2.5
绩效数据,-0.0027226210048468813,0.023809523809523808,-5.484915259388154,-0.0977171441093722,50,3.0
绩效数据,0.005494050291855901,0.47619047619047616,-0.2520735278499688,0.013956840146395522,55,0.5
绩效数据,0.005656174327029806,0.5238095238095238,-0.29785830892541215,0.01596199376731875,55,1.0
绩效数据,-0.0157525726128539,0.38095238095238093,-0.6219589341070111,-0.03948819950325788,55,1.5
绩效数据,-0.018614476739208796,0.40476190476190477,-1.0166366658426689,-0.07107119582585061,55,2.0
绩效数据,-0.018974256005341195,0.21428571428571427,-1.9061943688212195,-0.09040469347718207,55,2.5
绩效数据,-0.009441699932008052,0.07142857142857142,-2.6122631518321087,-0.09924301038038223,55,3.0
绩效数据,0.014822210172007022,0.5238095238095238,-0.1835601062660657,0.041396661708272185,60,0.5
绩效数据,0.008909084902152253,0.47619047619047616,-0.27133372485270524,0.0231611773073171,60,1.0
绩效数据,-0.008704193804390026,0.40476190476190477,-0.5532804447499251,-0.025616225355641637,60,1.5
绩效数据,-0.017416174336956636,0.42857142857142855,-0.9991096166429964,-0.05660649933468552,60,2.0
绩效数据,-0.0158260335492465,0.23809523809523808,-1.881493780682328,-0.08629716608784375,60,2.5
绩效数据,-0.0038972826265257776,0.07142857142857142,-2.79406886274251,-0.06616813038743698,60,3.0
绩效数据,0.0070408097685221716,0.5,-0.24215166362386578,0.017018089366038863,65,0.5
绩效数据,0.03189970552152421,0.47619047619047616,-0.07029057991109092,0.11837902259502542,65,1.0
绩效数据,0.005271364883566498,0.4523809523809524,-0.3884164564966732,0.01854897903241534,65,1.5
绩效数据,-0.026711065561303204,0.35714285714285715,-1.153602122700278,-0.07518478262374034,65,2.0
绩效数据,-0.012867727019109654,0.19047619047619047,-1.9080863837825912,-0.07710805519213995,65,2.5
绩效数据,-0.004630320938053378,0.09523809523809523,-2.355683950996526,-0.06106814549015345,65,3.0
绩效数据,0.01767245640874715,0.5,-0.16576404133301129,0.047265101010714274,70,0.5
绩效数据,0.014252545170196917,0.42857142857142855,-0.22040005257788003,0.03999667536935045,70,1.0
绩效数据,0.008151505853179142,0.42857142857142855,-0.3569957997701754,0.029557394834903272,70,1.5
绩效数据,-0.005033717443295838,0.40476190476190477,-0.7761325685239462,-0.019242103182209012,70,2.0
绩效数据,-0.015026203988176556,0.19047619047619047,-1.8159345404006024,-0.0861847610471442,70,2.5
绩效数据,-0.004546762633861778,0.09523809523809523,-2.358929913756106,-0.06306721710373363,70,3.0
绩效数据,0.020026182901137224,0.5,-0.14870870437984604,0.061082208265930825,75,0.5
绩效数据,0.010749221409191767,0.47619047619047616,-0.25020922067899093,0.03128684716241903,75,1.0
绩效数据,0.0031257005872216137,0.42857142857142855,-0.40522458103845554,0.010572600804308717,75,1.5
绩效数据,0.003330235841673579,0.40476190476190477,-0.6185134989415831,0.013695934575320536,75,2.0
绩效数据,-0.015454307078798801,0.19047619047619047,-1.7159226421791138,-0.08011620810995851,75,2.5
绩效数据,-0.00024003463243293943,0.07142857142857142,-3.86451011200597,-0.010849156619544519,75,3.0
绩效数据,0.02626192763266655,0.5,-0.10191517183204257,0.07697446699742372,80,0.5
绩效数据,-0.0029942470780132124,0.42857142857142855,-0.3633672970951113,-0.007623434068713539,80,1.0
绩效数据,0.0022292159580830084,0.42857142857142855,-0.41688301923569443,0.007069365751818294,80,1.5
绩效数据,0.005178869424022903,0.42857142857142855,-0.5808876306212516,0.019258382135679684,80,2.0
绩效数据,-0.012906106071704393,0.16666666666666666,-1.7227180875295374,-0.0821718765987673,80,2.5
绩效数据,6.857121346715012e-05,0.09523809523809523,-3.452812930717357,0.0036578946973413995,80,3.0
绩效数据,0.018266868668309844,0.5,-0.1621915620924249,0.0481668817022147,85,0.5
绩效数据,0.0043843038357052055,0.42857142857142855,-0.30429382162416196,0.011669956518451562,85,1.0
绩效数据,0.006397268156961511,0.42857142857142855,-0.37390325183952233,0.020790013110446096,85,1.5
绩效数据,-0.0011479536340465168,0.38095238095238093,-0.7038900192315863,-0.00423540500829575,85,2.0
绩效数据,-0.012660701897184823,0.19047619047619047,-1.6671914571687403,-0.0774694325988879,85,2.5
绩效数据,0.0006851604979627446,0.07142857142857142,-3.2687172232990642,0.03654952020830628,85,3.0
绩效数据,0.016423147189524645,0.5,-0.1755870643487797,0.04313407266650327,90,0.5
绩效数据,-0.0041049442680309856,0.40476190476190477,-0.3773140637064373,-0.010154193465154358,90,1.0
绩效数据,0.0010885192241445463,0.38095238095238093,-0.424097609097216,0.0033277375649211276,90,1.5
绩效数据,0.0024163919505777454,0.30952380952380953,-0.6512356389931973,0.009704647344218529,90,2.0
绩效数据,-0.015217183283096625,0.19047619047619047,-1.741667265339044,-0.0868951176795762,90,2.5
绩效数据,0.0012184165564683713,0.07142857142857142,-3.2460293894628145,0.0629313146711813,90,3.0
绩效数据,-0.006719656429761356,0.47619047619047616,-0.34423839980092397,-0.014694134463223126,95,0.5
绩效数据,0.002672919811744112,0.42857142857142855,-0.3202934457022474,0.00727493187736848,95,1.0
绩效数据,0.010092860111530877,0.38095238095238093,-0.330042622143386,0.03965357078243589,95,1.5
绩效数据,0.018059381274287745,0.38095238095238093,-0.35488880877974205,0.10032593888631582,95,2.0
绩效数据,-0.0094297538093836,0.19047619047619047,-1.5318464829595588,-0.060216270348352155,95,2.5
绩效数据,-0.001160951912631325,0.047619047619047616,-3.2530730297993307,-0.03650188384714651,95,3.0
绩效数据,-0.005301029159548221,0.4523809523809524,-0.33411802238854393,-0.01215504727334406,100,0.5
