,年化收益率,季度胜率,夏普比率,卡玛比率,timeperiod,std
绩效数据,-0.08321133145690829,0.30952380952380953,-1.0393778346739746,-0.12648867132266525,5,0.5
绩效数据,-0.036521241932118365,0.30952380952380953,-0.8083872455349733,-0.07678368833187553,5,1.0
绩效数据,-0.025402546560296835,0.40476190476190477,-1.038084378280745,-0.0785820641799309,5,1.5
绩效数据,0.0,0.0,-inf,,5,2.0
绩效数据,0.0,0.0,-inf,,5,2.5
绩效数据,0.0,0.0,-inf,,5,3.0
绩效数据,-0.06976113904468284,0.38095238095238093,-0.9423963756170523,-0.12081676419205625,10,0.5
绩效数据,-0.06648397736222356,0.30952380952380953,-1.0699783413344814,-0.11737635676022914,10,1.0
绩效数据,-0.03393055351716534,0.38095238095238093,-1.0934877354841945,-0.09127435522771869,10,1.5
绩效数据,-0.002852143949298669,0.42857142857142855,-1.0786561598057138,-0.019576493470137468,10,2.0
绩效数据,0.008145121298021696,0.30952380952380953,-1.3141672368082198,0.10824461306716429,10,2.5
绩效数据,0.0,0.0,-inf,,10,3.0
绩效数据,-0.07074961792030288,0.38095238095238093,-0.9345280292143298,-0.11664854848279299,15,0.5
绩效数据,-0.07591881219510399,0.30952380952380953,-1.194998539878059,-0.12550014338121368,15,1.0
绩效数据,-0.07089735188898316,0.21428571428571427,-1.5580441139626755,-0.12808946065333526,15,1.5
绩效数据,-0.02516461062452624,0.30952380952380953,-1.5917187082684472,-0.10342336614950053,15,2.0
绩效数据,-0.0006250369378124621,0.38095238095238093,-2.00495647566631,-0.010207234518822947,15,2.5
绩效数据,0.0013557854104926381,0.09523809523809523,-6.095793254768178,0.10235420334023031,15,3.0
绩效数据,-0.06765583187341984,0.35714285714285715,-0.9261342032376886,-0.1136202544728477,20,0.5
绩效数据,-0.07649100011966492,0.30952380952380953,-1.1840668191024193,-0.12791885211508444,20,1.0
绩效数据,-0.08020916272732515,0.16666666666666666,-1.6296859632144458,-0.1376195244876718,20,1.5
绩效数据,-0.019697585723922884,0.35714285714285715,-1.297435374560928,-0.08502795369819838,20,2.0
绩效数据,0.002529466482775966,0.3333333333333333,-1.8021879701483896,0.03512902421517795,20,2.5
绩效数据,0.00013810929941637795,0.11904761904761904,-4.3924553889307765,0.005302715571571144,20,3.0
绩效数据,-0.09005294828003363,0.3333333333333333,-1.1204089925786753,-0.13708614690678073,25,0.5
绩效数据,-0.06934556911211764,0.30952380952380953,-1.114763311348126,-0.12554556838268652,25,1.0
绩效数据,-0.08609626579320617,0.19047619047619047,-1.7487623498834612,-0.141666875780878,25,1.5
绩效数据,-0.009679015434064575,0.4523809523809524,-1.1881911867782795,-0.06527540700047565,25,2.0
绩效数据,0.009350763118369132,0.4523809523809524,-1.4734323440181418,0.20956502196230264,25,2.5
绩效数据,2.5221324154500735e-05,0.11904761904761904,-5.324102445870111,0.0011608169101101028,25,3.0
绩效数据,-0.0723837269714448,0.35714285714285715,-0.9732368570397798,-0.11962044753563669,30,0.5
绩效数据,-0.08408453190879628,0.2619047619047619,-1.283383472405657,-0.13539638994263636,30,1.0
绩效数据,-0.05259840016769035,0.35714285714285715,-1.2674782955865032,-0.11716437704386536,30,1.5
绩效数据,-0.018455561523215147,0.38095238095238093,-1.288901063422886,-0.08314367526096816,30,2.0
绩效数据,0.00016111451325762083,0.3333333333333333,-1.82888756924932,0.0018950431808537112,30,2.5
绩效数据,0.0074528595497966865,0.14285714285714285,-2.395947940569345,0.5083882148614522,30,3.0
绩效数据,-0.05980812229319776,0.47619047619047616,-0.865718846860155,-0.10693882600048925,35,0.5
绩效数据,-0.06161214802455306,0.30952380952380953,-1.060257732912026,-0.11275282941648929,35,1.0
绩效数据,-0.042784081413289154,0.35714285714285715,-1.1743123399937827,-0.10753893192081529,35,1.5
绩效数据,-0.015144188634317657,0.2857142857142857,-1.285273528899795,-0.0899688857857182,35,2.0
绩效数据,0.0037986363896120867,0.38095238095238093,-1.5621266858775857,0.056724893665492354,35,2.5
绩效数据,0.0068270308865190366,0.14285714285714285,-2.3797707558435857,0.3395843489661659,35,3.0
绩效数据,-0.06051214553160611,0.40476190476190477,-0.8696044292112126,-0.1065830483560756,40,0.5
绩效数据,-0.055603197616623246,0.3333333333333333,-1.001895457191342,-0.10982524722710622,40,1.0
绩效数据,-0.04515019136458076,0.3333333333333333,-1.2198456846489316,-0.1131599754761852,40,1.5
绩效数据,-0.019972766688194366,0.30952380952380953,-1.3510409437659392,-0.09016220719123336,40,2.0
绩效数据,0.003070423822049584,0.3333333333333333,-1.5830960677901607,0.05663125400902054,40,2.5
绩效数据,0.000935470785760506,0.09523809523809523,-3.3029017211139227,0.023863573462364673,40,3.0
绩效数据,-0.05665889967255622,0.47619047619047616,-0.8325630336354899,-0.10797023734944584,45,0.5
绩效数据,-0.06060091121337041,0.4523809523809524,-1.0448932958468398,-0.11776523100294858,45,1.0
绩效数据,-0.03508667168906876,0.35714285714285715,-1.047239409352385,-0.09901483549448505,45,1.5
绩效数据,-0.019175679074695084,0.30952380952380953,-1.3140806401408993,-0.0987516864714423,45,2.0
绩效数据,0.0029159116526356055,0.35714285714285715,-1.3917877091333433,0.038032776904677185,45,2.5
绩效数据,0.0028573387918684467,0.16666666666666666,-3.0569365821377157,0.2206516305561788,45,3.0
绩效数据,-0.06168974099464708,0.4523809523809524,-0.8748467733351586,-0.11053718798596686,50,0.5
绩效数据,-0.06326303346760043,0.30952380952380953,-1.0648247432153208,-0.1233571347919344,50,1.0
绩效数据,-0.03581547357609838,0.35714285714285715,-1.103640523234305,-0.09612471311808565,50,1.5
绩效数据,-0.021792141122283892,0.3333333333333333,-1.3954033127558008,-0.10124486227040712,50,2.0
绩效数据,0.0014416204195772941,0.3333333333333333,-1.2875220835215049,0.013768126291251626,50,2.5
绩效数据,0.004538044578578093,0.16666666666666666,-2.7343837469570826,0.24172547652523987,50,3.0
绩效数据,-0.06320770605348358,0.42857142857142855,-0.890447000719494,-0.11271118243394196,55,0.5
绩效数据,-0.05088703437299036,0.3333333333333333,-0.944233905172195,-0.11067117518263353,55,1.0
绩效数据,-0.030428707185720105,0.42857142857142855,-1.020087576131779,-0.08484391959506703,55,1.5
绩效数据,-0.024560685888537437,0.2619047619047619,-1.4774551535275873,-0.1072976850020711,55,2.0
绩效数据,0.005344067496538818,0.30952380952380953,-1.2338670872215889,0.067223683936144,55,2.5
绩效数据,0.003726041638732136,0.19047619047619047,-2.887370592740792,0.21254464958766936,55,3.0
绩效数据,-0.06570839219777513,0.40476190476190477,-0.9088216578999291,-0.11660747490186094,60,0.5
绩效数据,-0.040918678702044575,0.3333333333333333,-0.836825062221077,-0.09444709174329292,60,1.0
绩效数据,-0.028727237420329232,0.38095238095238093,-0.974820980597168,-0.08748192482034767,60,1.5
绩效数据,-0.016996177216178077,0.2619047619047619,-1.2461569125066738,-0.0794442587433992,60,2.0
绩效数据,0.0010501052142184442,0.2619047619047619,-1.347620720348082,0.00985751129791048,60,2.5
绩效数据,0.0011416591309336699,0.21428571428571427,-2.9531935504391114,0.04873118586846532,60,3.0
绩效数据,-0.05574264230590342,0.35714285714285715,-0.8237712731653298,-0.1080937288187492,65,0.5
绩效数据,-0.03669588799688639,0.35714285714285715,-0.7927260605477429,-0.09605357458447246,65,1.0
绩效数据,-0.032259458557417076,0.3333333333333333,-1.0395784555262464,-0.09378096897840262,65,1.5
绩效数据,-0.011192312698432239,0.30952380952380953,-1.0757297779193378,-0.06111061947924865,65,2.0
绩效数据,0.001165212218734002,0.2619047619047619,-1.3578291337535382,0.012681870238028175,65,2.5
绩效数据,0.004277664199047626,0.23809523809523808,-2.2662267102377616,0.20021828972273026,65,3.0
绩效数据,-0.0519325293447267,0.42857142857142855,-0.7907641886245663,-0.10260011535676368,70,0.5
绩效数据,-0.035017033934234276,0.38095238095238093,-0.7748910962502356,-0.09400101219873105,70,1.0
绩效数据,-0.024386402477888813,0.30952380952380953,-0.932624748987795,-0.08286446255263205,70,1.5
绩效数据,-0.013991762109408445,0.3333333333333333,-1.1566577968059444,-0.07515243087858073,70,2.0
绩效数据,-0.004189029207990247,0.19047619047619047,-1.624390245465863,-0.05292107627008568,70,2.5
绩效数据,0.0011462357354525832,0.16666666666666666,-2.7604765647166705,0.03220404237282606,70,3.0
绩效数据,-0.04379425537844517,0.5,-0.7210439649922313,-0.09898065226967472,75,0.5
绩效数据,-0.021384759359786787,0.40476190476190477,-0.6412941659027925,-0.07111988478005635,75,1.0
绩效数据,-0.018091565371443297,0.3333333333333333,-0.8421993839127611,-0.07057856682121141,75,1.5
绩效数据,-0.014641474669668031,0.30952380952380953,-1.1631048899344927,-0.07601245163060251,75,2.0
绩效数据,-0.006176755357308328,0.16666666666666666,-1.6764462949922099,-0.07705280316026406,75,2.5
绩效数据,0.003926117533815443,0.16666666666666666,-2.3919822290017247,0.20133168393080883,75,3.0
绩效数据,-0.03923895176864223,0.42857142857142855,-0.6886767594346617,-0.08945238283153649,80,0.5
绩效数据,-0.019609970143071753,0.42857142857142855,-0.619080252047887,-0.0630469748072445,80,1.0
绩效数据,-0.021085696081916128,0.3333333333333333,-0.8535998224110288,-0.07349619586571267,80,1.5
绩效数据,-0.016540336252670818,0.2857142857142857,-1.218418379452298,-0.09099308299632637,80,2.0
绩效数据,-0.0015930507454878784,0.16666666666666666,-1.5839980732011074,-0.02406749641006432,80,2.5
绩效数据,0.00403635754059839,0.16666666666666666,-2.7682052241685673,0.15631458615547603,80,3.0
绩效数据,-0.035549797129985516,0.40476190476190477,-0.6523780282127571,-0.08724862776319497,85,0.5
绩效数据,-0.022499577665612835,0.42857142857142855,-0.6532135310572115,-0.06654081091666952,85,1.0
绩效数据,-0.0232956421212126,0.35714285714285715,-0.8687498504711528,-0.073311840636768,85,1.5
绩效数据,-0.011820533627939223,0.35714285714285715,-1.1303928431846135,-0.08202394685152836,85,2.0
绩效数据,-0.005779446940129662,0.19047619047619047,-1.6260727407903905,-0.07997662661950088,85,2.5
绩效数据,0.0026718054791112777,0.19047619047619047,-2.5209071979720967,0.08263622263372726,85,3.0
绩效数据,-0.027902702031989968,0.47619047619047616,-0.5926772929346333,-0.07431611701038196,90,0.5
绩效数据,-0.025134399537397933,0.42857142857142855,-0.6816613383900141,-0.07442924617051144,90,1.0
绩效数据,-0.02274591484079813,0.30952380952380953,-0.8528414524669955,-0.07413970678379687,90,1.5
绩效数据,-0.009848645130684619,0.35714285714285715,-1.0931216823028131,-0.07330267437543317,90,2.0
绩效数据,-0.0059302710465723996,0.19047619047619047,-1.6557176629338954,-0.06950314796754108,90,2.5
绩效数据,0.003580849926082763,0.19047619047619047,-2.316480565800423,0.16609381430914275,90,3.0
绩效数据,-0.024362334937725993,0.4523809523809524,-0.5637610514091324,-0.07034472798846235,95,0.5
绩效数据,-0.03651066314274565,0.40476190476190477,-0.7999268930568078,-0.09022392064332442,95,1.0
绩效数据,-0.020193997600688407,0.35714285714285715,-0.813369616997391,-0.06892255655867703,95,1.5
绩效数据,-0.005357676085053997,0.38095238095238093,-1.0034369256199767,-0.05231933501331621,95,2.0
绩效数据,-0.005121007255789012,0.19047619047619047,-1.7056248315762095,-0.06505994361284874,95,2.5
绩效数据,-8.725824111821545e-06,0.14285714285714285,-2.9391964394271675,-0.000281585033385188,95,3.0
绩效数据,-0.02227879724581172,0.38095238095238093,-0.5451892917447528,-0.06471212587327876,100,0.5
绩效数据,-0.03629398034801301,0.40476190476190477,-0.7887853047822185,-0.09049354017008372,100,1.0
绩效数据,-0.023304255240845895,0.38095238095238093,-0.8519465922245404,-0.0775352748311376,100,1.5
绩效数据,-0.007723118665206141,0.30952380952380953,-1.0565664201645923,-0.052905930976049766,100,2.0
绩效数据,-0.007318004907511555,0.16666666666666666,-1.7907493182913345,-0.06474113383038414,100,2.5
绩效数据,0.0009720290756232153,0.14285714285714285,-2.971148142758415,0.04834726577243884,100,3.0
绩效数据,-0.01635324641606195,0.4523809523809524,-0.49828816087692934,-0.046256153141671925,105,0.5
绩效数据,-0.03079900418726844,0.40476190476190477,-0.7266224912452476,-0.08040116038122401,105,1.0
绩效数据,-0.01119906028743578,0.35714285714285715,-0.7028730963347176,-0.0544728872369875,105,1.5
绩效数据,-0.015831513332934977,0.2857142857142857,-1.289993246623947,-0.0776855493179478,105,2.0
绩效数据,-0.003006404730234835,0.16666666666666666,-1.7025131970102183,-0.035324070765582256,105,2.5
绩效数据,0.0038581546240616937,0.14285714285714285,-3.0781719418560045,0.19189881422125188,105,3.0
绩效数据,-0.017774199510260047,0.42857142857142855,-0.5111194616516006,-0.04478206257975447,110,0.5
绩效数据,-0.029045053442496638,0.4523809523809524,-0.7089671843042912,-0.07607539692391714,110,1.0
绩效数据,-0.006004235801545521,0.38095238095238093,-0.63907699331945,-0.030956221214852468,110,1.5
绩效数据,-0.013584523180797503,0.2619047619047619,-1.2338196325998467,-0.07353107553056538,110,2.0
绩效数据,-0.004020807279123906,0.11904761904761904,-1.7084429731607855,-0.05301227221295585,110,2.5
绩效数据,0.005666793474179421,0.11904761904761904,-2.7930119291788813,0.281857793192057,110,3.0
绩效数据,-0.023291848811507698,0.42857142857142855,-0.5584889604944098,-0.05203006648530079,115,0.5
绩效数据,-0.025787652627561997,0.4523809523809524,-0.6798737302084197,-0.06952263781627055,115,1.0
绩效数据,0.005683404916790646,0.42857142857142855,-0.47426982532954254,0.03178534342080971,115,1.5
绩效数据,-0.006010648680165764,0.2619047619047619,-1.0252341639203557,-0.037781285888401475,115,2.0
绩效数据,-0.0045010135690225495,0.14285714285714285,-1.693468258437364,-0.04907288401542715,115,2.5
