,年化收益率,季度胜率,夏普比率,卡玛比率,timeperiod,std
绩效数据,0.009650450967451096,0.47619047619047616,-0.3055484180484424,0.03743773625563356,5,0.5
绩效数据,-0.012185749052073036,0.4523809523809524,-0.6407203078894147,-0.05576228911444849,5,1.0
绩效数据,0.010131114797147012,0.40476190476190477,-0.5487520494553157,0.07229354496917051,5,1.5
绩效数据,0.0,0.0,-inf,,5,2.0
绩效数据,0.0,0.0,-inf,,5,2.5
绩效数据,0.0,0.0,-inf,,5,3.0
绩效数据,-0.0028966442024660477,0.5476190476190477,-0.4328184254955123,-0.013488820088620743,10,0.5
绩效数据,-0.006469441094476558,0.47619047619047616,-0.5757475692795442,-0.02619903492913823,10,1.0
绩效数据,-0.009585526916783937,0.42857142857142855,-0.8151634743168761,-0.0359170468266229,10,1.5
绩效数据,0.014856081674567756,0.47619047619047616,-0.7817608167658459,0.17929631966211784,10,2.0
绩效数据,0.0006876377825149049,0.3333333333333333,-2.4935545872259555,0.017210709354764705,10,2.5
绩效数据,0.0,0.0,-inf,,10,3.0
绩效数据,-0.017478693882087004,0.5238095238095238,-0.5733045639619649,-0.05993789500025047,15,0.5
绩效数据,-0.016902076115976716,0.5,-0.6845203584484296,-0.07693905824322925,15,1.0
绩效数据,-0.005949882462441658,0.4523809523809524,-0.7765499037771411,-0.033869461116412446,15,1.5
绩效数据,-0.0150615896065881,0.38095238095238093,-1.5339661213569575,-0.0679735827551658,15,2.0
绩效数据,5.397303985521518e-06,0.47619047619047616,-2.1669497384423186,9.867312417123857e-05,15,2.5
绩效数据,0.0008650478009557538,0.19047619047619047,-6.056709317802637,0.04277373434442807,15,3.0
绩效数据,-0.010031547764441817,0.5476190476190477,-0.5092637292672794,-0.03477104031550136,20,0.5
绩效数据,-0.030605278074555375,0.42857142857142855,-0.8436739842494798,-0.09093430948051688,20,1.0
绩效数据,-0.03197969320117333,0.30952380952380953,-1.238655685439726,-0.0903530919055205,20,1.5
绩效数据,-0.008954251700980742,0.4523809523809524,-1.4813225082098613,-0.04870404163212311,20,2.0
绩效数据,-0.002839247458154559,0.3333333333333333,-2.200673987039957,-0.027827002845218673,20,2.5
绩效数据,0.00034697189220112,0.2857142857142857,-4.324342905451259,0.013370208627568658,20,3.0
绩效数据,-0.011006334889254288,0.4523809523809524,-0.5235051862197192,-0.045650044661187696,25,0.5
绩效数据,-0.032904436450457375,0.42857142857142855,-0.8947610775359953,-0.10020137086563348,25,1.0
绩效数据,-0.03858158437141812,0.40476190476190477,-1.33492004535928,-0.09915034262346553,25,1.5
绩效数据,-0.019594234404421207,0.40476190476190477,-1.5683023265097562,-0.06885733833636822,25,2.0
绩效数据,-0.007237760573136631,0.35714285714285715,-2.2746013763714155,-0.05485345937640604,25,2.5
绩效数据,0.003589071686546097,0.23809523809523808,-3.4819413517237616,0.1653950000209082,25,3.0
绩效数据,-0.034251443447616214,0.4523809523809524,-0.7552078521314963,-0.09473449805785562,30,0.5
绩效数据,-0.024942762338932334,0.42857142857142855,-0.8085953498753683,-0.08308997111799295,30,1.0
绩效数据,-0.04198262679937437,0.2857142857142857,-1.405345269203384,-0.10935326859209278,30,1.5
绩效数据,-0.014307079500602948,0.47619047619047616,-1.4889192541222753,-0.06555584091903552,30,2.0
绩效数据,0.0027074251191452348,0.35714285714285715,-1.9894318570944245,0.05126078639491531,30,2.5
绩效数据,0.00483576455382928,0.23809523809523808,-3.306842988593617,0.18160528653167535,30,3.0
绩效数据,-0.04084638110342176,0.42857142857142855,-0.8349729354802553,-0.10058092445475093,35,0.5
绩效数据,-0.011602232399272494,0.4523809523809524,-0.6542893379955302,-0.0455427086895241,35,1.0
绩效数据,-0.025727465287435636,0.30952380952380953,-1.1730559592535152,-0.0983883895459944,35,1.5
绩效数据,-0.005619244273487145,0.4523809523809524,-1.4387624607065996,-0.046935315960955626,35,2.0
绩效数据,0.0003748244274508483,0.40476190476190477,-2.2941257375100896,0.008744941617135262,35,2.5
绩效数据,0.004192195366434337,0.21428571428571427,-3.6418136060640305,0.19165427422505998,35,3.0
绩效数据,-0.03666990841809492,0.4523809523809524,-0.7987529699910398,-0.09261580647473543,40,0.5
绩效数据,-0.007847667298857774,0.42857142857142855,-0.6159440888461356,-0.029302813212142405,40,1.0
绩效数据,-0.022306785057384815,0.42857142857142855,-1.1168462481195351,-0.09514869048079216,40,1.5
绩效数据,-0.013120256073013259,0.38095238095238093,-1.582215805560466,-0.08404420419656715,40,2.0
绩效数据,-0.003505186181504416,0.2857142857142857,-2.2769356088976767,-0.04624558670851865,40,2.5
