,年化收益率,季度胜率,夏普比率,卡玛比率,timeperiod,std
绩效数据,-0.05163340419463003,0.47619047619047616,-0.7364745657620277,-0.10307457753275494,5,0.5
绩效数据,-0.003393851076092802,0.47619047619047616,-0.4222887609597682,-0.01088455662409177,5,1.0
绩效数据,-0.008185366147253403,0.4523809523809524,-0.7141615038961192,-0.03894528905707964,5,1.5
绩效数据,0.0,0.0,-inf,,5,2.0
绩效数据,0.0,0.0,-inf,,5,2.5
绩效数据,0.0,0.0,-inf,,5,3.0
绩效数据,-0.005309649179153775,0.5,-0.37941518676293046,-0.015959826456361827,10,0.5
绩效数据,-0.013013060090085848,0.5,-0.5345665770040056,-0.048457135551141464,10,1.0
绩效数据,0.003418955380778188,0.5476190476190477,-0.5174703580448294,0.01822695110388293,10,1.5
绩效数据,0.009311428908968633,0.5238095238095238,-0.6832137016690457,0.05808008043937,10,2.0
绩效数据,0.005825543180115966,0.42857142857142855,-1.4914865583972499,0.07211192599397165,10,2.5
绩效数据,0.0,0.0,-inf,,10,3.0
绩效数据,0.00010009142385114522,0.5238095238095238,-0.33114889073222453,0.0003270589111916882,15,0.5
绩效数据,-0.02037988177473382,0.5238095238095238,-0.608290191328375,-0.0654780060961093,15,1.0
绩效数据,-0.012546008679994669,0.40476190476190477,-0.7286139810802376,-0.04701703850429539,15,1.5
绩效数据,-0.02004463636234821,0.40476190476190477,-1.272347026439607,-0.0648321902389041,15,2.0
绩效数据,0.003893609761766781,0.3333333333333333,-1.4099071189816037,0.04556114398887557,15,2.5
绩效数据,-5.338551555733595e-05,0.16666666666666666,-2.882317865609016,-0.0016116249426029513,15,3.0
绩效数据,-0.01512045548098151,0.5952380952380952,-0.46185280419041574,-0.04371152775479472,20,0.5
绩效数据,-0.026146187691281186,0.4523809523809524,-0.6598580483360632,-0.07003993924570347,20,1.0
绩效数据,-0.004246339502969931,0.4523809523809524,-0.5884082259962865,-0.0178530509935923,20,1.5
绩效数据,-0.0060361317120142255,0.4523809523809524,-1.028875653036247,-0.036539222757324054,20,2.0
绩效数据,-0.009680178348801749,0.38095238095238093,-1.7456407012975843,-0.059607197948277374,20,2.5
绩效数据,0.003003060836918481,0.19047619047619047,-2.2898450332678952,0.05823580040694903,20,3.0
绩效数据,-0.019594918106963455,0.47619047619047616,-0.4992864495142734,-0.04608733156336478,25,0.5
绩效数据,-0.00888549967369523,0.5,-0.4841962358863247,-0.029993650097743886,25,1.0
绩效数据,0.0011160668242651273,0.42857142857142855,-0.5116360828434224,0.005746673283640738,25,1.5
绩效数据,-0.009200839962745344,0.38095238095238093,-1.0211151022910063,-0.03859888565470563,25,2.0
绩效数据,-0.01294898249946097,0.38095238095238093,-1.8155335211805579,-0.06867270802316984,25,2.5
绩效数据,0.004354527008508802,0.21428571428571427,-2.0239506038147446,0.12943051098731823,25,3.0
绩效数据,-0.028392723658907215,0.47619047619047616,-0.573632764482912,-0.06382481363713503,30,0.5
绩效数据,-0.017343384829665798,0.42857142857142855,-0.5671690099018732,-0.04915758556877918,30,1.0
绩效数据,0.00827027115897816,0.5238095238095238,-0.4207917847364071,0.04702977665221343,30,1.5
绩效数据,0.005594367230959074,0.47619047619047616,-0.7012254962042873,0.037745527551131,30,2.0
绩效数据,-0.0004041991966308167,0.40476190476190477,-1.4757834255555242,-0.004548306439251845,30,2.5
绩效数据,0.0012033920411163024,0.16666666666666666,-2.5166251883764543,0.03588541670177274,30,3.0
绩效数据,-0.0372428470706222,0.40476190476190477,-0.6469418540300909,-0.08308758366962543,35,0.5
绩效数据,-0.01967043533321733,0.40476190476190477,-0.585766299043219,-0.0566689360951689,35,1.0
绩效数据,-0.009525935625644633,0.4523809523809524,-0.6210079442094381,-0.033651371740562507,35,1.5
绩效数据,-0.005837715355586304,0.4523809523809524,-0.9209494861459274,-0.026911074263949775,35,2.0
绩效数据,-0.0053976420494403765,0.35714285714285715,-1.5438170195902017,-0.0442773065512442,35,2.5
绩效数据,0.00026061050329806434,0.16666666666666666,-2.6186881772616295,0.007633954746254209,35,3.0
绩效数据,-0.025759183779549888,0.42857142857142855,-0.5495314363377055,-0.06744482035367226,40,0.5
绩效数据,-0.016211912111045446,0.47619047619047616,-0.5435870046255021,-0.04734814251492934,40,1.0
绩效数据,-0.02169802513153296,0.47619047619047616,-0.7635075835065043,-0.06235396998122326,40,1.5
绩效数据,-0.023321873119628633,0.40476190476190477,-1.2202354233319563,-0.0740755123616655,40,2.0
绩效数据,-0.007969624214192783,0.2857142857142857,-1.3905001899940963,-0.054672049928110734,40,2.5
绩效数据,0.0011075355534839737,0.16666666666666666,-2.130420902473394,0.030225275778445925,40,3.0
绩效数据,-0.019311259911946377,0.5238095238095238,-0.4911825305550799,-0.050567127053135874,45,0.5
绩效数据,-0.013999951677280631,0.40476190476190477,-0.526583310030388,-0.0524083447208963,45,1.0
绩效数据,-0.03702714652120187,0.35714285714285715,-0.9488219096632861,-0.09053017536276649,45,1.5
绩效数据,-0.01826823603765626,0.30952380952380953,-1.0724230922257603,-0.07477109783431425,45,2.0
绩效数据,-0.006535151525438154,0.2619047619047619,-1.3425871434316339,-0.04154791432022727,45,2.5
绩效数据,-0.000812844470230889,0.16666666666666666,-2.7888094047909404,-0.026032518560674563,45,3.0
绩效数据,-0.019243434967604056,0.47619047619047616,-0.49113393519308474,-0.054416108202123566,50,0.5
绩效数据,-0.016162239133134637,0.40476190476190477,-0.5463855130493737,-0.05837460754367523,50,1.0
绩效数据,-0.0394361051077079,0.35714285714285715,-0.9711006625163698,-0.088170919591902,50,1.5
绩效数据,-0.02670702494619659,0.2857142857142857,-1.306334436873902,-0.08555412740219467,50,2.0
绩效数据,-0.009338290412429284,0.23809523809523808,-1.5340789798257457,-0.06846505028854366,50,2.5
绩效数据,-0.0035262864041488706,0.09523809523809523,-3.2850156862409117,-0.07823885321038185,50,3.0
绩效数据,-0.02109624466407245,0.4523809523809524,-0.5073999991409914,-0.06179538850955665,55,0.5
绩效数据,-0.026353894555395052,0.38095238095238093,-0.6500376792701108,-0.0754995608753823,55,1.0
绩效数据,-0.04105719969539745,0.35714285714285715,-1.0267929716935456,-0.09056304468948898,55,1.5
绩效数据,-0.02218418502495867,0.3333333333333333,-1.2145256895456755,-0.08364044332831794,55,2.0
绩效数据,-0.01856885870730829,0.09523809523809523,-2.253306876826156,-0.09375875020597911,55,2.5
绩效数据,0.0007722532721621267,0.11904761904761904,-3.260523514553925,0.03360095534375603,55,3.0
绩效数据,-0.012786049673562783,0.47619047619047616,-0.432101883484989,-0.04033208427943958,60,0.5
绩效数据,-0.03717695903459417,0.3333333333333333,-0.7515354842385181,-0.08409382950641123,60,1.0
绩效数据,-0.02306026391231819,0.3333333333333333,-0.8037710564942434,-0.06561623969702848,60,1.5
绩效数据,-0.01564999978046222,0.35714285714285715,-1.0621163987207358,-0.06914661636437175,60,2.0
绩效数据,-0.02164968414284818,0.11904761904761904,-2.3724823542498368,-0.10216712479790735,60,2.5
绩效数据,0.001578090515039987,0.11904761904761904,-3.215059754553546,0.04330322232757921,60,3.0
绩效数据,-0.017927080520375283,0.4523809523809524,-0.4765806460423929,-0.05289443961601064,65,0.5
绩效数据,-0.03144084636324007,0.40476190476190477,-0.6957815300971925,-0.077336411083742,65,1.0
绩效数据,-0.022188244168079185,0.30952380952380953,-0.7985275057739321,-0.061576596260757295,65,1.5
绩效数据,-0.013671292471812202,0.35714285714285715,-1.0298993301509052,-0.06553327760256532,65,2.0
绩效数据,-0.022429959464389526,0.11904761904761904,-2.3412327007603184,-0.10249087528905072,65,2.5
绩效数据,-0.002569405695971416,0.07142857142857142,-2.8972372965400437,-0.041592225575015525,65,3.0
绩效数据,-0.015099020875814606,0.4523809523809524,-0.45168080202359545,-0.043247112458421826,70,0.5
绩效数据,-0.023065814394625517,0.40476190476190477,-0.6132348900611817,-0.05941036150404859,70,1.0
绩效数据,-0.01329160074903113,0.38095238095238093,-0.6922262385909316,-0.04520612911557958,70,1.5
绩效数据,-0.022827375765319347,0.2857142857142857,-1.1407424748819068,-0.07470143771595407,70,2.0
绩效数据,-0.021876627018316608,0.14285714285714285,-2.3258007674265047,-0.1028229123903416,70,2.5
