,年化收益率,季度胜率,夏普比率,卡玛比率,timeperiod,std
绩效数据,-0.03138432003877367,0.42857142857142855,-0.5112602234581556,-0.075874925906279,5,0.5
绩效数据,-0.03719835963410567,0.42857142857142855,-0.6575623019952088,-0.08029492519803248,5,1.0
绩效数据,-0.007511353873559057,0.5238095238095238,-0.6176651747611193,-0.02574911250607382,5,1.5
绩效数据,0.0,0.0,-inf,,5,2.0
绩效数据,0.0,0.0,-inf,,5,2.5
绩效数据,0.0,0.0,-inf,,5,3.0
绩效数据,-0.005649549476617444,0.42857142857142855,-0.3198971102165252,-0.0220120725780237,10,0.5
绩效数据,-0.03554526190143659,0.42857142857142855,-0.6372964384464709,-0.08165467778362097,10,1.0
绩效数据,-0.033142099999590946,0.42857142857142855,-0.9205656702573846,-0.08386716302073992,10,1.5
绩效数据,-0.013658934762401542,0.4523809523809524,-1.0868153418068767,-0.0488237925583942,10,2.0
绩效数据,-0.009407003842201611,0.19047619047619047,-2.868289683379355,-0.08428725573854592,10,2.5
绩效数据,0.0,0.0,-inf,,10,3.0
绩效数据,-0.014770682215364705,0.42857142857142855,-0.390374216119296,-0.04177382452560696,15,0.5
绩效数据,-0.032334052864936624,0.35714285714285715,-0.6010346229048932,-0.08486760151388711,15,1.0
绩效数据,-0.01771015400136522,0.40476190476190477,-0.6569816124936974,-0.072846131928075,15,1.5
绩效数据,-0.025070605501064547,0.40476190476190477,-1.273137739168536,-0.08333976596036753,15,2.0
绩效数据,-0.011470406568082736,0.35714285714285715,-2.0211694496451833,-0.0810719115479369,15,2.5
绩效数据,-0.00281898714356843,0.09523809523809523,-6.4567090560900375,-0.0977611363340401,15,3.0
绩效数据,0.0035537734752670858,0.4523809523809524,-0.25301348862871514,0.010075966337218129,20,0.5
绩效数据,-0.0443286614952616,0.35714285714285715,-0.6928384761695345,-0.08935569676488696,20,1.0
绩效数据,-0.03272646012642222,0.47619047619047616,-0.7877565871435119,-0.0924042773899297,20,1.5
绩效数据,-0.0471557205407791,0.3333333333333333,-1.7053533661175282,-0.11617166051366785,20,2.0
绩效数据,-0.013365893026848319,0.21428571428571427,-2.330143312685387,-0.08158458088113539,20,2.5
绩效数据,-0.010701899694374295,0.09523809523809523,-3.0867943067864765,-0.09599279800977803,20,3.0
绩效数据,-0.010609133743539112,0.40476190476190477,-0.3495773249754723,-0.025345762589100637,25,0.5
绩效数据,-0.028513749208984085,0.40476190476190477,-0.5602116162096125,-0.06811382931859451,25,1.0
绩效数据,-0.03571931345696966,0.35714285714285715,-0.8307052370836764,-0.09181566357050805,25,1.5
绩效数据,-0.027791746289397512,0.35714285714285715,-1.3087946222385152,-0.09053306239215991,25,2.0
绩效数据,-0.01750194324075316,0.11904761904761904,-2.736027978407044,-0.10327849088231819,25,2.5
绩效数据,-0.0008182103424485554,0.14285714285714285,-4.360684018018409,-0.022699960515389514,25,3.0
绩效数据,0.0034863865798846483,0.5238095238095238,-0.25333759008065304,0.010211696476719705,30,0.5
绩效数据,0.012261058248763224,0.4523809523809524,-0.22612476021012776,0.058048077299420346,30,1.0
绩效数据,-0.03658556625312914,0.2619047619047619,-0.8097420703452338,-0.09229718626333228,30,1.5
绩效数据,-0.016562820594861583,0.42857142857142855,-1.029658236938859,-0.06352383009091707,30,2.0
绩效数据,-0.0146192652327084,0.14285714285714285,-2.6378392420576233,-0.09998138005618977,30,2.5
绩效数据,-0.001492191861423131,0.07142857142857142,-5.014872808898473,-0.049580026522680606,30,3.0
绩效数据,0.0050845687758753755,0.5,-0.24453052266528721,0.01382337450866053,35,0.5
绩效数据,0.027255207710589424,0.5238095238095238,-0.1036578749073388,0.12621333346214184,35,1.0
绩效数据,-0.03238610734347003,0.30952380952380953,-0.7622639699545722,-0.08606279439726003,35,1.5
绩效数据,0.003344454338052083,0.5,-0.6268582034458414,0.01947337934409696,35,2.0
绩效数据,-0.018660838069159302,0.16666666666666666,-2.7468520059701556,-0.10521163165168236,35,2.5
绩效数据,-0.00383596428512456,0.047619047619047616,-4.307599290859833,-0.09432662634871214,35,3.0
绩效数据,0.006901335280616427,0.5,-0.23121182147718203,0.019396338093400384,40,0.5
绩效数据,0.015409683614511227,0.5,-0.1977724492045127,0.07028534091986857,40,1.0
绩效数据,-0.01941484125560522,0.38095238095238093,-0.6194365924064069,-0.05337221980920378,40,1.5
绩效数据,0.00301392191003913,0.40476190476190477,-0.6658688921587307,0.022437438896349922,40,2.0
